question,answer_a,answer_b,answer_c,answer_correct,media,category
Which document entitles you to drive a tram?,Category B driving licence.,Category C driving licence.,Permission to drive a tram..,C,8C250.jpg,PT
What may cause low edges of the driving wheels?,The wheels falling off the trackway.,Skidding of the driving wheels.,Locking of the wheelset.,A,8C301.jpg,PT
What might cause a chipped insert of pantograph's graphite?,A significant increase in the tram's rolling resistance.,A rockinmg of the overhead line.,Failure in operation of the power supply battery.,B,8C302.jpg,PT
What may be the cause of automatic activation of the rail brakes?,Damage to the drive shaft in the rear wheelset.,Electrical damage to the converter.,Pulling of the safety brake lever by a passenger.,C,8C303.jpg,PT
What should you do if there is no response from the remote controlled rail switch?,Manually position the rail switch.,Reverse the wagon behind the adjusting point and drive through again.,"Drive according to the preset direction, assuming that the rail switch is locked.",A,8C304.jpg,PT
What should be the distance of the lower edge of the Skimmer from the railhead?,150 mm.,120 mm.,100 mm.,C,8C306.jpg,PT
What might cause the escape of smoke from the Bogie?,Wrongly positioned reversing switch in the second wagon.,A short circuit in the motor windings.,Excessive wheel slip during acceleration.,B,8C307.jpg,PT
"Can driving be continued, in the event of burn-out of one of the cable shunts in the the pantograph?","Yes, without restrictions.","No, because further driving may lead to a short circuit of the cable with the tram's bodywork.","No, because it may lead to burn out of the second cable of the pantograph.",C,8C308.jpg,PT
How should you execute sudden braking of the tram?,"In the first phase of braking, press the brake pedal to the limiter and then release the dead man's pedal.",Press the brake pedal beyond the limiter without releasing the dead man's lever.,Press the brake pedal beyond the limiter and release the dead man's lever.,C,8C310.jpg,PT
What might cause damaged to the spinning converter?,Inability to reset the adjuster.,Inability to reset the reversing switch.,No cooling of the electrical equipment.,C,8C311.jpg,PT
In what situation is it recommended to use sandboxes fitted on a tram?,Always when braking.,Only on a surface covered with water.,During sudden emergency braking.,C,8C312.jpg,PT
What should the driver of a tram equipped with sandboxes do in the absence of sand in the containers?,Stop the tram and wait technical service.,Fill up the sandboxes with gravel.,Top up the sandboxes at the nearest end.,C,8C313.jpg,PT
What should you remember to do before you start towing tram carriages damaged due to a collision?,To place the warning triangle at the rear of the second carriage.,To place a yellow flashing signal.,To couple in a way that prevents uncoupling while driving.,C,8D101.jpg,PT
What should you remember before you go about pushing tram carriages damaged due to a collision?,To turn on the emergency lights in the first carriage.,To discharge the brake release in the damaged carriage.,To settle the passengers into seating positions.,B,8D102.jpg,PT
What should you remember when pushing tram carriages damaged as a result of collision?,To prolong the braking distance.,To place a reflective warning triangle at the rear of second carriage?,To settle the passengers on seating positions.,A,8D103.jpg,PT
"What should you do in the event of an aggressive passenger behavior towards you or other passengers, if this makes driving difficult?",Continue driving to the nearest police station.,Stop the vehicle and call the relevant policing service.,Do not undertake any action.,B,8D150.jpg,PT
What must you most of all ensure in the event of a tram fire while driving?,Your safety and that of the passengers.,Minimalizing damages to the vehicle.,Driving in accordance with the timetable.,A,8D151.jpg,PT
"How should you about evacuating passengers, if the door gets blocked as a result of a road accident.",Call the breakdown service.,Use the emergency exit.,Call the Fire Brigade.,B,8D152.jpg,PT
How should you behave in the event of a fire inside the tram while driving?,Drive to the nearest tram stop and begin evacuation of passengers.,"Stop the vehicle, activate the fire extinguisher and independently try to extingusih the fire.","Stop the vehicle, relieve the pantograph, open the doors and commence evacuation of passengers.",C,8D153.jpg,PT
"In this situation, can you make a U-turn at the intersection?",,,,Nie,1A303.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
Can you use the horn in this situation to warn the pedestrian of danger?,,,,Tak,634.D33_org.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
Should you change to the middle lane in this situation when you intend to go straight on?,,,,Tak,IMG_8931orgbm.jpg,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
Can you use the horn in this situation to warn the pedestrian of danger?,,,,Tak,626.D33_1org.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"When using the car extinguisher, is it proper to avoid full opening of the bonnet?",,,,Tak,R_2org.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
Is it fully justifiable in the presented situation to check if the accident perpetrator had applied emergency brake and turned off the engine?,,,,Tak,R_1org.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
Are you warned in this situation of a danger following from an unexpected change in the traffic direction?,,,,Tak,A-30 z T-18 (7)org.jpg,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
Does this sign warn you of approaching an intersection with a one-way street without right of way from which traffic flows from the left side?,,,,Nie,1A1124.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
Does this sign indicate that you must turn right at the nearest intersection if you drive a passenger car?,,,,Nie,1A1316.jpg,"B,C,D,B1,C1,D1"
"While driving a passenger car, can you turn right into the road marked this way?",,,,Tak,1A1329.jpg,"B,B1"
"In this situation, while driving straight, do you have to give the right of way to the emergency vehicle turning left?",,,,Tak,1A4126.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"In this situation, do you have the right of way over the tram?",,,,Nie,1A4224.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"In this situation, should you give the right of way to the tram?",,,,Tak,1A4225.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
Does the green light you see at the intersection indicate a collision-free left turn?,,,,Nie,1A4304.wmv,"B,C,D,B1,C1,D1"
"In this situation, can you leave the intersection?",,,,Tak,1A4310.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"In this situation, intending to turn left, can you enter this intersection from any lane?",,,,Nie,1A5114.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"In this situation, can you stop the car in the middle lane?",,,,Nie,1A5118.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"At this intersection, can you turn left from the lane you are occupying?",,,,Tak,1A5232.jpg,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"At this intersection, can you make a U-turn from the left lane?",,,,Tak,1A5233.jpg,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"In this situation, can you overtake the tram on the left?",,,,Nie,1A5309.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
Are you allowed to overtake the emergency vehicle beyond this sign?,,,,Tak,1A5312.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"While driving behind a learner driver, do you have to exercise special caution?",,,,Tak,1B121.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"In this situation, are you obliged to give right of way to the pedestrians?",,,,Tak,1B224.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"In this situation, can you drive in front of the pedestrians?",,,,Nie,1B225.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"In this situation, should you exercise special caution and, if necessary, stop?",,,,Tak,1B361.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"In this situation, can you overtake the cyclist?",,,,Nie,1B410.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
Did the driver properly secure the car before leaving it?,,,,Tak,1B414.wmv,"B,C,D,B1,C1,D1"
Did the driver properly secure the car for the duration of the stopover?,,,,Nie,1B415.wmv,"B,C,D,B1,C1,D1"
"Is the conduct of the diver, who left the parked car, correct?",,,,Nie,1B416.wmv,"B,C,D,B1,C1,D1"
"If you need to park the car on a road marked like this because it has broken down, are you obliged to place a warning triangle behind it within a distance of 100 m?",,,,Tak,1C123.jpg,"B,C,D,C1,D1"
Are you obliged to indicate a break-down of a motor vehicle on the express road throughout the time the vehicle remains parked there?,,,,Tak,1C180.jpg,"A,B,C,D,A1,A2,C1,D1"
When do you have to carry out a periodic technical check-up of a passenger car?,Every 3 years.,Every 2 years.,Before the lapse of the deadline indicated in the registration card of the car.,C,2C250.jpg,B1
What is the maximum number of motorcycles which may ride in an organized column?,10,15,20,A,3A108.jpg,"A,A1,A2"
Which of the following activities are you not allowed to perform while riding a motorcycle?,Carrying a child aged under 7.,"Using a mobile phone while riding, if this requires you to hold the phone in your hand.",Using GPS.,B,3C105.jpg,"A,A1,A2"
Can you ride a towed motorcycle if you do not hold a motorcycle licence?,No.,"Yes, if the motorcycle is towed by means of a rigid coupling.","Yes, regardless of the type of coupling.",A,3C116.jpg,"A,A1,A2"
"Which of the following documents do you have to have on you while riding a motorcycle registered abroad, if you are not the owner of the motorcycle?",The vehicle passport.,An authorization confirming your right to use the motorcycle.,The comprehensive vehicle insurance (autocasco).,B,3C212.jpg,A
What should you do before you check the level of oil in the engine?,Put the motorcycle on the side rest.,Start the engine.,Turn off the engine and wait a few minutes.,C,3C304.jpg,"A,A1,A2"
In which of the following vehicles can you enter the road marked this way?,"In a light, four-wheeled vehicle, regardless of the purpose.","In a moped, going to the next exit.","In a tractor, if you are performing a cleaning job on the road.",C,4A111.jpg,T
Should a tractor be equipped with a fire extinguisher?,Yes.,No.,Only if it is carrying a trailer.,A,4A215.jpg,T
What distance should you keep from the car travelling in front of you?,It solely depends on your skills and experience.,The distance necessary to avoid a crash in the event that the car in front of you brakes or stops.,"A distance equal to at least twice the length of your car, regardless of the speed and conditions on the road.",B,4B170.jpg,T
"Approximately, by how much does the braking distance increase if speed is doubled?",Four times.,Three times.,Twice.,A,4B171.jpg,T
What should you pay most attention to when passing another vehicle?,To proper positioning of your hands on the steering wheel.,To the cars behind you.,To keeping a safe distance.,C,4B172.jpg,T
What does the safe distance you are required to keep while driving behind another car depend on?,On the speed with which you're driving.,On the power of your engine.,On the width of the road.,A,4B173.jpg,T
What can you expect while braking forcefully in these road conditions?,Increased traction of the wheels to the road.,Increased friction.,Decreased traction of the wheels to the road.,C,4B174.jpg,T
What is the distance of the agricultural tractor from the preceding vehicle dependent on?,The situation on the road and the reaction time of the driver.,Only the weather conditions.,Only the type of surface of the road.,A,4B175.jpg,T
"If, at night, you pass another car lighting the road with its lights, can this stop you from noticing any obstacles on the road?","Yes, because there is a possibility of being temporarily blinded by the lights.","No, the lights of the car coming from the opposite direction always improve visibility on the road.","No, this does not affect the visibility on the road.",A,4B271.jpg,T
Should you be more alert when you're driving at night?,"Yes, because visibility at night is limited.","No, because there is less traffic on the road at night.","No, because at night one can turn on high-beam lights.",A,4B272.jpg,T
Which of the following factors may affect the observation of the road by a driver of a farm tractor?,"Tiredness, which strains vision.",The type of surface on which the tractor is moving.,The width of the lane.,A,4B273.jpg,T
What factors may be an obstacle for proper observation of the road by a driver of a farm tractor driving at night?,Inability to distinguish shapes in the dark and sensitivity to being blinded.,The use of proper glasses for driving at night.,The sharpness of the driver’s vision.,A,4B274.jpg,T
What endorsement is required in a registration card for a tractor constituting a part of trackless train to be considered roadworthy?,On structural speed limit of 25 km/h.,On being equipped with an additional hydraulic brake.,On a permit to transport passengers for tourist purposes.,A,4C204.jpg,T
Which of the following documents is required to register a tractor?,A certificate of payment of an accident (AC) insurance of the tractor.,The ownership title of the tractor.,A statement of the owner confirming the payment of the tax.,B,4C206.jpg,T
When must you conduct periodic technical inspection of a tractor trailer subject to registration?,Every 2 years.,Before the lapse of the deadline indicated in the registration card.,Only when the registration card is confiscated by a police officer.,B,4C212.jpg,T
How many times a week may the daily driving time of a driver working in road transport be extended to 10 hours?,Once a week.,Twice a week.,Three times a week.,B,5A306.jpg,"C,C1"
What type of driver's activity does supervision of unloading constitute?,A break in work.,Other type of work.,A standby period.,B,5A334.jpg,"C,C1"
What should you pay most attention to when passing another vehicle?,To proper positioning of your hands on the steering wheel.,To the cars behind you.,To keeping a safe distance.,C,5B172.jpg,"C,C1"
What can you expect during sudden braking in these road conditions?,Increased traction of the wheels to the road.,Increased friction.,Decreased traction of the wheels to the road.,C,5B174.jpg,"C,C1"
What may be the cause of low brake effectiveness of a truck?,Contamination of the friction elements of the braking system by oil or lubricant.,High pressure in the pneumatic system.,Excessive pressure on the brake pedal.,A,5C308.jpg,"C,C1"
Which of the following elements constitute the equipment of a bus whose permissible speed limit is 100 km/h?,Tyres with a tread of at least 6 mm.,A first aid kit.,Three-point safety belts on all seats.,B,6A204.jpg,"D,D1"
"What is the maximum speed set by a certified speed limiter, which forms a part of the equipment of a bus?",100 km/h.,90 km/h.,85 km/h.,A,6A205.jpg,"D,D1"
What should be the minimum duration of an uninterrupted daily rest of a driver of a multi-person crew?,8 hours during any 24-hour period since the last rest.,7 hours during any 30-hour period since the last rest.,9 hours during any 30-hour period since the last rest.,C,6A304.jpg,"D,D1"
What is the maximum number of hours by which the daily period of driving of a vehicle performing road transport maybe extended?,Up to 10 hours.,Up to 11 hours.,Up to 12 hours.,A,6A307.jpg,"D,D1"
What type of a driver's work is the checking and gathering of documents concerning the transport?,Other work.,A standby period.,A break in work.,A,6A339.jpg,"D,D1"
How should you drive a bus on a bend of the road?,"Smoothly adjust the trajectory, taking into account the angle of the bend.",Follow the bend with the clutch pedal pressed down.,Maintain the maximum RPM along the whole length of the bend.,A,6B309.jpg,"D,D1"
What type of engine oil should you use in diesel engines used in buses?,Any type.,Selected depending on engine temperature.,As specified by the bus manufacturer.,C,6C304.jpg,"D,D1"
What oil should be used to top up oil in a bus engine?,Oil characterised by significantly higher stickiness than the oil in the engine.,Oil of the same class as the oil in the engine.,Any type of oil.,B,6C305.jpg,"D,D1"
"If you change lanes once you go past this sign, are you obliged to indicate your intention of making such a manoeuvre?",,,,Tak,1A1333a.wmv,AM
"In this situation, as you continue driving, are you obliged to indicate your intention of changing lanes?",,,,Tak,1A1323a.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"In this situation, can you bypass the car which has stopped in order to give way to a pedestrian?",,,,Nie,1A1108a.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
Are you obliged to exercise particular caution when passing the tram stop situated as shown?,,,,Tak,AK_D10_28_org.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"In this situation, can you drive past the traffic lights, if stopping in front of them would require rapid braking? 
",,,,Tak,1A311.wmv,"A,B,C,D,T,A1,A2,B1,C1,D1"
"Does a special trailer, designed only to be pulled by a tractor or a slow-moving vehicle, require registration?",Yes.,No.,"Yes, if it is subject to annual technical check-up.",B,4C207.jpg,T
"How do you use a rest period, granted as compensation for a shortened weekly rest period?","Together with another rest period, lasting at least 9 hours.","Together with another rest period, lasting at least 24 hours.",This is not regulated by legal acts governing road transport of persons.,A,6A310.jpg,"D,D1"
Should you take into consideration the probability of the pedestrian bursting onto the road in this situation?,,,,Tak,3444orgbm.jpg,"A,B,AM,A1,A2,B1"
"While overtaking a cyclist in conditions of limited visibility, outside a built-up area, should you use short horn signals? 
",,,,Tak,1B356.jpg,"B,C,D,T,A2,B1,C1,D1"
"In this situation, are you obliged to exercise caution?",,,,Tak,1A4414.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"When driving in a state of emotional arousal, does the precision and accuracy of your reactions in dangerous situation improve?",,,,Nie,W20(31).wmv,B
Are you allowed in this situation to overtake the tram?,,,,Tak,W12(174).wmv,"A,B,C,D,AM,A1,A2,B1,C1,D1"
Which of the following speeds is not allowed in a residential area?,10 km/h.,15 km/h.,25 km/h.,C,2A118.jpg,"B,B1"
You have participated in a car accident with casualties. Are you allowed to undertake actions which might hinder establishing the course of the accident?,,,,Nie,DSC_0178z.jpg,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
Are you allowed in this place to change your lane to the lane by the right edge of the road?,,,,Nie,IMG_0393d5_orgbezmaski.jpg,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"In this situation in a built-up area, are you obliged to allow the bus join traffic if the driver signals such an intention?",,,,Tak,1A4103.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"When driving a motor vehicle with a gross weight of 2.5 t, in a built-up area as marked on the road, can you drive at a speed of 70 km/h?",Yes.,No.,"No, if you are driving in the hour 5.00 - 23.00.",A,5A106.jpg,B
"At what maximum speed limit can you drive a passenger car of maximum permissible weight 3 t, on a single-carriage expressway?",120 km/h.,100 km/h.,90 km/h.,B,5A109.jpg,B
"While turning left, should you give the right of way to the vehicle approaching from the opposite direction?",,,,Nie,1A4210.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
What must you not allow a passenger to do when you transport him on a motorcycle?,To talk on a mobile telephone.,To talk to you.,To travel without a helmet.,C,3C104.jpg,"A,A1,A2"
"In this situation, can you turn right in front of the tram?",,,,Nie,1A4209.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
You intend to turn left. Do you have the right of way over the motorcyclist turning left?,,,,Tak,KW_D22_429_org_2.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"In this situation, are you being warned of an intersection with a side road? 
",,,,Tak,3595.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"In this situation, are you approaching a road narrowing on the right? 
",,,,Tak,4089.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"In this situation, are you being warned of a road narrowing on the left? 
",,,,Tak,4047.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"In this situation, are you being warned of two dangerous bends, the first to the right? 
",,,,Tak,3864.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"Does the plate under the warning sign indicate an unexpected change in the driving direction? 
",,,,Tak,3730.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"In this situation, are you approaching a multi-track level crossing? 
",,,,Tak,4115.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"Does the plate under the warning sign indicate an unexpected change in the driving direction? 
",,,,Tak,3845.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"In this situation, are you being warned of an intersection with a major road on the right? 
",,,,Nie,3826.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"Does this warning sign mean that you are approaching several dangerous bends, the first of which is to the right? 
",,,,Nie,3972.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"Does this warning sign mean that you are approaching a place where two-way traffic starts? 
",,,,Tak,3617.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"Does the plate under this warning sign indicate the distance between the sign and a dangerous place? 
",,,,Nie,3549.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"In this situation, are you obliged to drive straight ahead? 
",,,,Tak,3533.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"In this situation, are you allowed to drive, at the intersection, in the direction opposite to the direction shown on the mandatory traffic sign? 
",,,,Nie,3596.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"Are you allowed to stop in the section of the roadway in front of this sign? 
",,,,Nie,3878.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"In this situation, does the traffic light prohibit you to make a U-turn at this intersection? 
",,,,Nie,4105.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"In this situation, are you allowed to make a U-turn at the nearest intersection? 
",,,,Nie,4029.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"In this situation, are you required to stop the vehicle in front of the pedestrian crossing? 
",,,,Nie,3855.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"Are you allowed to make a U-turn in this situation? 
",,,,Nie,3916.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"Does the prohibitory sign on the left side of the roadway also prohibit making a U-turn at the nearest intersection? 
",,,,Tak,L4T2_033.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"Are you allowed to turn right without stopping in this situation? 
",,,,Nie,L2T2_021_b.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
Do you have to yield the right of way only to vehicles approaching from the right in this situation?,,,,Nie,L5T2_022_3.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"In this situation, are you required to give way to the cyclist?",,,,Nie,3509_3.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"Does the prohibition expressed by this sign apply only to the side of the road on which the sign is located? 
",,,,Tak,L4T2_030_b_3.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"You stopped in front of a pedestrian crossing. Are you also obliged to stop in front of the line immediately beyond the crossing? 
",,,,Tak,L5T2_027_b_3.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"In this situation, are you being informed of the end of a road with the right of way? 
",,,,Tak,3600_3.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"Does the plate under this sign indicate the real course of the road with the right of way across the intersection? 
",,,,Tak,4061_3.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"Does this sign inform you about the location of a youth hostel? 
",,,,Tak,3895_3.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"Does the sign on the right side of the roadway indicate the permitted driving directions from the individual traffic lanes? 
",,,,Tak,3901_3.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"Does the plate under this warning sign indicate the distance between the sign and a dangerous place? 
",,,,Tak,3935_3.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"In this situation, are you allowed to turn left from the traffic lane you are in?
",,,,Nie,3941_3.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"Does this sign inform you of approaching the end of the motorway?  
",,,,Tak,3981_3.wmv,"A,B,C,D,A1,A2,B1,C1,D1"
"Are you allowed to turn left at the nearest intersection from the traffic lane you are in? 
",,,,Nie,3987_3.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"Are you allowed to turn right from the traffic lane you are occupying at this intersection? 
",,,,Nie,3818_3.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"In this situation, do you have the right of way over the vehicle approaching from the opposite direction? 
",,,,Tak,4110_3.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"Does the vertical sign on the right side inform you about a place where cyclists ride across the road? 
",,,,Tak,L3T1_038_c_3.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"Does this vertical sign inform you that you are approaching a restaurant and a hotel? 
",,,,Tak,L4T1_074_b_3.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"In this situation, are you allowed to start overtaking? 
",,,,Nie,4051.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"In this situation, are you required to change lanes? 
",,,,Tak,3949.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"In this situation, are you allowed to drive over the double solid line on the roadway? 
",,,,Nie,3967.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"In this situation, are you required to change lanes? 
",,,,Tak,3720.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"In this situation, are you required to drive straight ahead at the intersection? 
",,,,Tak,3711.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"In this situation, are you required to indicate your intention to change the traffic lane?",,,,Tak,3707.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"Are you allowed to change to the left lane in this place? 
",,,,Nie,3904.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"In this situation, are you allowed to stop the vehicle on the surface closed to traffic? 
",,,,Nie,4094.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"Are you allowed at this intersection to make a U-turn from the traffic lane you are in? 
",,,,Tak,L2T2_016.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"In this situation, are you driving on a one-way roadway? 
",,,,Nie,L2T2_009_b.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"Are you allowed only to turn left at this intersection? 
",,,,Nie,L2T3_028.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"In this situation, are you allowed to turn left from the traffic lane you are in? 
",,,,Nie,L4T1_013.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"Are you allowed to start overtaking a vehicle at this section of the road? 
",,,,Nie,L4T1_073.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"Are you allowed to start overtaking a vehicle at this section of the road? 
",,,,Nie,L4T1_074.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"Are you allowed at this intersection to turn right from the traffic lane you are in? 
",,,,Nie,L4T2_019.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"In this situation, are you allowed to drive onto the roadway surface on the left side? 
",,,,Nie,L2T2_032.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"In this situation, are you allowed to turn left in order to park the vehicle on the pavement? 
",,,,Nie,L6T1_030_b.wmv,"A,B,AM,A1,A2,B1"
"In this situation, are you allowed to use the surface on the left side to park the vehicle? 
",,,,Nie,L6T1_031_b.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"Does this traffic light indicate that there is no collision with other traffic users when turning left? 
",,,,Nie,3515.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"In this situation, are you allowed to drive straight ahead at the intersection without stopping? 
",,,,Tak,3517.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"In this situation, does the flashing light prohibit you from driving beyond the traffic lights? 
",,,,Nie,3521.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"In this situation, are you allowed to drive across the pedestrian crossing without stopping? 
",,,,Tak,4031.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"In this situation, does the flashing light warn about a danger or a traffic disruption? 
",,,,Tak,3705.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"In this situation, are you allowed to turn right at this intersection? 
",,,,Nie,4016.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"In this situation, are you allowed to drive beyond the traffic lights without stopping? 
",,,,Tak,3588.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"In this situation, are you required to stop in front of this transverse line? 
",,,,Tak,3559.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"In this situation, are you allowed to turn right without stopping? 
",,,,Nie,3528_3.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"In this situation, are you allowed to turn right after making sure that this manoeuvre, will not obstruct other traffic users? 
",,,,Nie,3500.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"In this situation, are you allowed to drive into the intersection?",,,,Tak,L5T1_037_1.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"You intend to go straight on, and the driver of the oncoming vehicle intends to turn left. Do you have to yield the right of way to him?",,,,Nie,4151.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
Are you joining the traffic by driving into the transverse road in this situation?,,,,Tak,4160.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"When turning left, do you have to yield the right of way to the oncoming vehicle?",,,,Tak,4135.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
Do you have to yield the right of way to the vehicles travelling along the paved road in this situation?,,,,Tak,L3T3_005.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
You intend to turn right. Do you have the right of way over vehicles travelling along the transverse road?,,,,Nie,L3T3_006.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
Do you have to yield the right of way to vehicles approaching from the left in this situation?,,,,Tak,3614.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"In this situation, are you allowed to change the lane you are taking and turn right?",,,,Nie,4019.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"Does the plate under this sign indicate the layout of non-priority roads? 
",,,,Tak,3724.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
Does the visible prohibitory sign prohibit you from turning right at the nearest intersection?,,,,Tak,3756.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
Does the blinking light signal prohibit you from driving onto the tram crossing in this situation?,,,,Nie,4148.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
Do you have the right of way over the vehicle approaching from the right in this situation?,,,,Tak,3804.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
